time,open,high,low,close,Volume
2024-12-04 01:15:00+01:00,96000.2,96000.3,96000.2,96000.3,0.01450838
2024-12-04 01:16:00+01:00,96000.2,96000.2,95927.2,95927.2,1.4451941
2024-12-04 01:17:00+01:00,95927.2,95927.2,95897.0,95897.1,0.09665275
2024-12-04 01:18:00+01:00,95897.1,95897.1,95892.4,95892.5,0.10868646
2024-12-04 01:19:00+01:00,95892.4,95897.1,95892.4,95897.1,1.23915554
2024-12-04 01:20:00+01:00,95897.1,95960.3,95897.1,95960.3,0.0289255
2024-12-04 01:21:00+01:00,95960.2,95960.2,95927.2,95944.2,0.08976402
2024-12-04 01:22:00+01:00,95944.1,95944.3,95944.1,95944.2,0.23328251
2024-12-04 01:23:00+01:00,95944.2,95944.2,95913.2,95913.2,0.9800661
2024-12-04 01:24:00+01:00,95913.3,95944.2,95913.2,95944.2,0.31527032
2024-12-04 01:25:00+01:00,95944.2,95944.2,95944.0,95944.1,0.23439903
2024-12-04 01:26:00+01:00,95944.1,96000.0,95944.0,95999.9,3.86551658
2024-12-04 01:27:00+01:00,95999.9,96000.0,95985.7,95985.7,0.064226
2024-12-04 01:28:00+01:00,95985.8,95985.8,95980.6,95980.6,0.61954646
2024-12-04 01:29:00+01:00,95972.8,95985.6,95972.8,95985.6,0.04990601
2024-12-04 01:30:00+01:00,95985.7,96000.0,95985.6,95985.7,0.08976111
2024-12-04 01:31:00+01:00,95985.7,95985.7,95966.5,95982.7,0.24023398
2024-12-04 01:32:00+01:00,95982.8,96026.3,95982.7,96026.3,7.30974907
2024-12-04 01:33:00+01:00,96026.3,96041.5,96026.3,96041.4,0.28440018
2024-12-04 01:34:00+01:00,96041.4,96041.5,95982.7,95982.7,0.13430543
2024-12-04 01:35:00+01:00,95982.7,95982.7,95936.4,95936.4,0.2414649
2024-12-04 01:36:00+01:00,95936.4,95936.4,95832.0,95832.0,0.09864713
2024-12-04 01:37:00+01:00,95832.0,95832.1,95804.1,95804.1,0.13744093
2024-12-04 01:38:00+01:00,95804.2,95804.2,95745.0,95745.0,39.35615298
2024-12-04 01:39:00+01:00,95745.0,95745.1,95656.0,95656.0,0.64297678
2024-12-04 01:40:00+01:00,95660.9,95665.7,95660.9,95660.9,0.04494025
2024-12-04 01:41:00+01:00,95661.0,95715.0,95661.0,95709.9,0.0448168
2024-12-04 01:42:00+01:00,95710.0,95720.1,95709.9,95709.9,0.06703005
2024-12-04 01:43:00+01:00,95710.0,95745.1,95710.0,95718.5,0.02141991
2024-12-04 01:44:00+01:00,95718.6,95718.6,95671.3,95685.3,0.81686945
2024-12-04 01:45:00+01:00,95685.4,95723.9,95685.4,95718.0,0.36118133
2024-12-04 01:46:00+01:00,95705.4,95705.4,95661.0,95661.0,0.08024564
2024-12-04 01:47:00+01:00,95661.0,95695.7,95661.0,95695.7,0.07181048
2024-12-04 01:48:00+01:00,95695.7,95695.7,95661.0,95661.8,0.40861687
2024-12-04 01:49:00+01:00,95661.9,95676.0,95661.6,95676.0,0.08627461
2024-12-04 01:50:00+01:00,95676.0,95695.7,95676.0,95695.7,0.03842262
2024-12-04 01:51:00+01:00,95695.7,95704.3,95695.7,95704.3,0.50840096
2024-12-04 01:52:00+01:00,95704.3,95726.0,95704.3,95725.9,0.59984321
2024-12-04 01:53:00+01:00,95726.0,95786.1,95725.9,95779.1,0.48442317
2024-12-04 01:54:00+01:00,95779.1,95810.8,95779.1,95804.2,0.01664574
2024-12-04 01:55:00+01:00,95804.3,95827.0,95804.3,95813.9,0.23775545
2024-12-04 01:56:00+01:00,95808.8,95812.4,95785.0,95786.5,0.05404773
2024-12-04 01:57:00+01:00,95786.5,95830.8,95786.4,95808.2,0.20949965
2024-12-04 01:58:00+01:00,95795.1,95809.4,95795.1,95808.1,0.05595429
2024-12-04 01:59:00+01:00,95808.1,95808.1,95777.0,95808.1,0.2538025
2024-12-04 02:00:00+01:00,95808.3,95809.4,95808.3,95809.3,0.1269172
2024-12-04 02:01:00+01:00,95809.4,95809.4,95786.0,95786.0,0.04931328
2024-12-04 02:02:00+01:00,95786.0,95786.0,95774.0,95774.0,0.22615654
2024-12-04 02:03:00+01:00,95774.0,95774.1,95774.0,95774.1,0.53465264
2024-12-04 02:04:00+01:00,95774.1,95774.1,95670.0,95670.0,0.1224685
2024-12-04 02:05:00+01:00,95670.0,95671.1,95613.7,95669.7,1.74139485
2024-12-04 02:06:00+01:00,95666.6,95671.2,95666.5,95671.2,0.01468353
2024-12-04 02:07:00+01:00,95671.3,95704.1,95666.5,95704.1,0.15209145
2024-12-04 02:08:00+01:00,95685.3,95688.5,95685.3,95685.4,0.59839801
2024-12-04 02:09:00+01:00,95685.3,95685.3,95685.0,95685.1,0.49605832
2024-12-04 02:10:00+01:00,95685.0,95685.1,95685.0,95685.0,0.03429358
2024-12-04 02:11:00+01:00,95685.0,95685.1,95685.0,95685.1,2.19664873
2024-12-04 02:12:00+01:00,95685.1,95685.1,95685.1,95685.1,0.51146582
2024-12-04 02:13:00+01:00,95685.1,95685.1,95685.0,95685.0,0.23989464
2024-12-04 02:14:00+01:00,95685.0,95685.1,95600.3,95601.4,4.32697948
2024-12-04 02:15:00+01:00,95601.4,95601.4,95601.4,95601.4,0.00566612
2024-12-04 02:16:00+01:00,95601.5,95601.5,95601.4,95601.5,0.13550706
2024-12-04 02:17:00+01:00,95601.5,95601.5,95601.4,95601.5,0.00831538
2024-12-04 02:18:00+01:00,95601.4,95601.5,95601.4,95601.4,2.23133706
2024-12-04 02:19:00+01:00,95601.5,95601.5,95601.4,95601.5,0.88508238
2024-12-04 02:20:00+01:00,95601.4,95680.0,95601.4,95652.7,3.66505211
2024-12-04 02:21:00+01:00,95652.7,95680.0,95652.6,95673.5,0.04824682
2024-12-04 02:22:00+01:00,95673.5,95673.5,95634.1,95673.5,0.1239309
2024-12-04 02:23:00+01:00,95673.6,95685.9,95673.6,95685.9,0.03526606
2024-12-04 02:24:00+01:00,95689.6,95711.3,95689.5,95711.3,0.04381935
2024-12-04 02:25:00+01:00,95711.3,95711.3,95711.0,95711.0,0.05567106
2024-12-04 02:26:00+01:00,95711.1,95711.1,95701.2,95701.3,0.00396161
