time,open,high,low,close,Volume
2024-12-04 15:00:00+01:00,3702.79,3794.89,3693.23,3778.9,62652.2683
2024-12-04 16:00:00+01:00,3778.9,3853.38,3763.84,3821.0,111159.6113
2024-12-04 17:00:00+01:00,3820.99,3829.6,3732.98,3756.43,80947.706
2024-12-04 18:00:00+01:00,3756.43,3819.73,3754.75,3811.24,45079.7641
2024-12-04 19:00:00+01:00,3811.25,3839.04,3796.0,3823.16,36055.1159
2024-12-04 20:00:00+01:00,3823.11,3844.65,3817.1,3841.15,28944.6178
2024-12-04 21:00:00+01:00,3841.15,3887.0,3830.01,3879.01,61705.7303
2024-12-04 22:00:00+01:00,3879.01,3887.24,3832.6,3837.6,35144.3627
2024-12-04 23:00:00+01:00,3837.61,3870.23,3833.3,3842.0,16533.0882
2024-12-05 00:00:00+01:00,3842.0,3860.5,3822.5,3837.8,30977.6682
2024-12-05 01:00:00+01:00,3837.8,3839.6,3795.59,3796.44,28248.5684
2024-12-05 02:00:00+01:00,3796.43,3826.52,3765.71,3801.21,46816.0493
2024-12-05 03:00:00+01:00,3801.21,3880.0,3797.61,3856.0,59512.3546
2024-12-05 04:00:00+01:00,3856.0,3905.0,3817.74,3832.66,83994.6817
2024-12-05 05:00:00+01:00,3832.67,3880.2,3830.79,3855.98,32840.5693
2024-12-05 06:00:00+01:00,3855.99,3872.96,3820.02,3845.99,30713.1857
2024-12-05 07:00:00+01:00,3846.0,3864.99,3818.61,3850.3,22590.1862
2024-12-05 08:00:00+01:00,3850.29,3867.14,3844.0,3850.98,24906.4968
2024-12-05 09:00:00+01:00,3850.98,3922.99,3850.75,3907.3,47288.0122
2024-12-05 10:00:00+01:00,3907.3,3922.0,3900.0,3920.8,36551.6655
2024-12-05 11:00:00+01:00,3920.79,3935.0,3908.5,3915.6,28023.6817
2024-12-05 12:00:00+01:00,3915.6,3943.28,3909.2,3930.98,25998.2684
2024-12-05 13:00:00+01:00,3930.98,3938.87,3917.4,3924.6,28978.5645
2024-12-05 14:00:00+01:00,3924.56,3937.0,3913.15,3917.14,26415.593
2024-12-05 15:00:00+01:00,3917.14,3956.0,3902.0,3927.18,38266.946
2024-12-05 16:00:00+01:00,3927.19,3930.0,3861.0,3888.0,59557.1375
2024-12-05 17:00:00+01:00,3888.0,3921.4,3869.54,3901.58,34094.5807
2024-12-05 18:00:00+01:00,3901.58,3926.33,3893.18,3918.31,24955.1651
2024-12-05 19:00:00+01:00,3918.31,3923.61,3866.67,3870.0,27628.3493
2024-12-05 20:00:00+01:00,3870.01,3887.77,3820.01,3830.81,34206.9733
2024-12-05 21:00:00+01:00,3830.8,3846.74,3785.49,3826.2,54504.5174
2024-12-05 22:00:00+01:00,3826.2,3858.96,3820.23,3855.6,17998.0107
2024-12-05 23:00:00+01:00,3855.6,3862.23,3677.0,3803.32,93501.4691
2024-12-06 00:00:00+01:00,3803.32,3818.5,3763.85,3785.2,39337.2382
2024-12-06 01:00:00+01:00,3785.21,3882.7,3777.26,3862.32,42960.7837
2024-12-06 02:00:00+01:00,3862.32,3888.2,3838.4,3869.47,30280.8018
2024-12-06 03:00:00+01:00,3869.47,3877.14,3849.88,3877.14,15616.0493
2024-12-06 04:00:00+01:00,3877.13,3914.0,3850.39,3907.01,24314.2143
2024-12-06 05:00:00+01:00,3907.01,3913.95,3889.4,3903.0,17154.1001
2024-12-06 06:00:00+01:00,3903.0,3903.61,3874.5,3889.09,18210.7039
2024-12-06 07:00:00+01:00,3889.1,3929.0,3888.8,3907.02,27899.8326
2024-12-06 08:00:00+01:00,3907.02,3907.73,3885.75,3893.75,17611.0893
2024-12-06 09:00:00+01:00,3893.74,3910.45,3878.48,3879.38,20745.8626
2024-12-06 10:00:00+01:00,3879.38,3886.65,3855.46,3868.6,28592.4961
2024-12-06 11:00:00+01:00,3868.6,3876.36,3845.3,3864.01,24298.2311
2024-12-06 12:00:00+01:00,3864.01,3879.79,3852.4,3867.02,18875.9998
2024-12-06 13:00:00+01:00,3867.01,3883.45,3831.9,3837.0,24670.603
2024-12-06 14:00:00+01:00,3837.01,3894.6,3836.22,3888.8,46401.282
2024-12-06 15:00:00+01:00,3888.79,3986.15,3874.06,3984.49,72005.5407
2024-12-06 16:00:00+01:00,3984.48,4041.0,3974.6,3993.02,143828.1118
2024-12-06 17:00:00+01:00,3993.01,4014.42,3980.11,4003.52,40000.1952
2024-12-06 18:00:00+01:00,4003.51,4041.81,4003.51,4016.41,36772.722200000004
2024-12-06 19:00:00+01:00,4016.42,4058.0,4008.57,4051.01,33764.2067
2024-12-06 20:00:00+01:00,4051.0,4073.86,4043.0,4067.62,27292.2748
2024-12-06 21:00:00+01:00,4067.61,4087.73,4024.59,4044.31,42365.4011
2024-12-06 22:00:00+01:00,4044.31,4056.22,4018.67,4022.8,19589.9601
2024-12-06 23:00:00+01:00,4022.8,4036.7,4021.2,4034.19,6934.6521
