time,open,high,low,close,Volume
2024-12-04 14:00:00+01:00,3710.11,3710.11,3708.95,3709.8,32.0790082
2024-12-04 15:00:00+01:00,3731.5201666666667,3734.3335,3729.6963333333333,3732.7341666666666,25.915379834166668
2024-12-04 16:00:00+01:00,3823.0923333333335,3826.563666666667,3820.3008333333332,3823.7663333333335,64.64787513383334
2024-12-04 17:00:00+01:00,3788.5183333333334,3791.0690000000004,3783.9156666666668,3787.239333333333,36.286223776
2024-12-04 18:00:00+01:00,3791.0563333333334,3794.4151666666667,3788.4356666666667,3792.1098333333334,93.271457865
2024-12-04 19:00:00+01:00,3821.3436666666666,3823.1073333333334,3819.6446666666666,3821.6628333333333,26.833337681
2024-12-04 20:00:00+01:00,3836.004,3837.4255,3834.637333333333,3836.177166666667,29.988399061833334
2024-12-04 21:00:00+01:00,3870.4523333333336,3873.1551666666664,3867.960666666667,3871.131,58.68775897733333
2024-12-04 22:00:00+01:00,3866.3778333333335,3868.3323333333333,3863.648166666667,3865.7781666666665,28.36952897583333
2024-12-04 23:00:00+01:00,3855.9836666666665,3857.3786666666665,3854.6808333333333,3856.0851666666667,42.0748994155
2024-12-05 00:00:00+01:00,3848.9338333333335,3850.7031666666667,3846.782,3848.7475,27.689888186333334
2024-12-05 01:00:00+01:00,3819.3661666666667,3821.0436666666665,3817.224,3818.9453333333336,8.665269476833334
2024-12-05 02:00:00+01:00,3803.000333333333,3805.6086666666665,3800.748666666667,3803.2811666666666,19.0609167265
2024-12-05 03:00:00+01:00,3833.9846666666663,3837.7668333333336,3831.2855,3834.6455,63.289115889166666
2024-12-05 04:00:00+01:00,3859.377,3862.555,3855.2793333333334,3859.1543333333334,47.410447399166664
2024-12-05 05:00:00+01:00,3862.7696666666666,3864.9641666666666,3860.9103333333333,3863.3190000000004,38.63686707716667
2024-12-05 06:00:00+01:00,3855.203666666667,3856.512666666667,3853.6928333333335,3855.1043333333337,18.082108694666665
2024-12-05 07:00:00+01:00,3848.1524999999997,3849.5559999999996,3846.8953333333334,3848.2936666666665,17.90647165416667
2024-12-05 08:00:00+01:00,3859.0825,3859.964333333333,3858.1921666666667,3859.0505,11.258854584833333
2024-12-05 09:00:00+01:00,3895.5195000000003,3897.8081666666667,3893.902666666667,3896.3206666666665,29.788394783166666
2024-12-05 10:00:00+01:00,3917.072,3918.511,3915.7356666666665,3917.2403333333336,32.3783597555
2024-12-05 11:00:00+01:00,3925.5899999999997,3927.0426666666667,3924.0086666666666,3925.5361666666668,81.61411048866667
2024-12-05 12:00:00+01:00,3934.876166666667,3935.8523333333337,3933.9845,3935.0038333333337,26.784850020833336
2024-12-05 13:00:00+01:00,3931.5203333333334,3932.7976666666664,3930.0395,3931.6048333333333,16.645319328166668
2024-12-05 14:00:00+01:00,3926.739666666667,3927.5945,3925.9578333333334,3926.7509999999997,25.409101053666667
2024-12-05 15:00:00+01:00,3927.9783333333335,3929.8058333333333,3926.2228333333333,3928.085,44.75686074916666
2024-12-05 16:00:00+01:00,3903.55,3905.6515,3900.5741666666668,3902.838333333333,31.481863275833334
2024-12-05 17:00:00+01:00,3898.9095,3901.07,3897.0908333333336,3899.3276666666666,21.047881188333335
2024-12-05 18:00:00+01:00,3914.6895,3916.0769999999998,3913.4590000000003,3914.8325,18.070530222666665
2024-12-05 19:00:00+01:00,3902.2535,3903.3086666666663,3900.494,3901.6485000000002,13.1706161005
2024-12-05 20:00:00+01:00,3865.329166666667,3867.3615,3862.7406666666666,3864.5711666666666,32.96311588016667
2024-12-05 21:00:00+01:00,3818.9698333333336,3821.692,3815.8965000000003,3819.034666666667,34.66789187766667
2024-12-05 22:00:00+01:00,3847.0323333333336,3848.4826666666663,3846.2066666666665,3847.6161666666667,8.200454379
2024-12-05 23:00:00+01:00,3820.5688333333333,3825.5938333333334,3813.9508333333333,3819.8151666666668,99.449345
2024-12-06 00:00:00+01:00,3797.0321666666664,3799.471,3794.5429999999997,3796.8816666666667,16.547333811166666
2024-12-06 01:00:00+01:00,3830.4905,3833.337,3828.916166666667,3831.860833333333,25.430628781666666
2024-12-06 02:00:00+01:00,3867.6423333333337,3869.1296666666667,3866.2838333333334,3867.6156666666666,20.907130721833333
2024-12-06 03:00:00+01:00,3866.6426666666666,3867.6275,3865.621833333333,3866.574,19.629883167833334
2024-12-06 04:00:00+01:00,3877.5293333333334,3878.873833333333,3876.5831666666663,3877.8973333333333,16.94497663583333
2024-12-06 05:00:00+01:00,3899.744833333333,3900.5843333333332,3899.076666666667,3899.9076666666665,9.015839292666668
2024-12-06 06:00:00+01:00,3888.9435,3889.8238333333334,3888.064833333333,3888.8531666666668,16.560800308666668
2024-12-06 07:00:00+01:00,3911.541416666667,3912.668416666667,3910.7888333333335,3911.8673333333336,10.214425835666667
2024-12-06 08:00:00+01:00,3899.931,3900.464333333333,3899.1814999999997,3899.7035,9.729698813
2024-12-06 09:00:00+01:00,3900.3193333333334,3901.034,3899.465166666667,3900.1534166666665,8.794072468416665
2024-12-06 10:00:00+01:00,3874.4669999999996,3875.6221666666665,3873.0294999999996,3874.2905,5.211934990833333
2024-12-06 11:00:00+01:00,3864.663333333333,3865.6421666666665,3863.3953333333334,3864.5706666666665,6.132210697166666
2024-12-06 12:00:00+01:00,3865.9870833333334,3866.8505,3865.0507500000003,3865.969083333333,6.940043960083333
2024-12-06 13:00:00+01:00,3871.7463333333335,3872.3325,3870.4139999999998,3871.1551666666664,8.823455916166665
2024-12-06 14:00:00+01:00,3866.016,3868.3661666666667,3864.8008333333332,3866.9051666666664,31.670190501333334
2024-12-06 15:00:00+01:00,3913.8816666666667,3916.9289999999996,3911.8771666666667,3914.9961666666663,79.72192724166666
2024-12-06 16:00:00+01:00,4013.811166666667,4017.1921666666667,4010.6568333333335,4014.215166666667,107.53857129650001
2024-12-06 17:00:00+01:00,4005.672833333333,4007.6135,4004.036,4005.906,28.698317825833335
2024-12-06 18:00:00+01:00,4024.9963333333335,4026.5843333333332,4023.4981666666663,4025.102,31.214091934
2024-12-06 19:00:00+01:00,4042.868,4044.762166666667,4041.7816666666668,4043.5710000000004,26.830228671666667
2024-12-06 20:00:00+01:00,4064.1846666666665,4065.6318333333334,4062.8566666666666,4064.4266666666667,25.745203374833334
2024-12-06 21:00:00+01:00,4074.7168333333334,4076.199,4072.5448333333334,4074.2443333333335,67.72019196483333
2024-12-06 22:00:00+01:00,4046.6940000000004,4047.7086666666664,4045.3596666666663,4046.323666666666,25.4330362185
