time,open,high,low,close,Volume
2024-12-04 01:00:00+01:00,95844.41777777778,95859.06666666667,95827.11777777778,95840.87777777777,1.3862718435555554
2024-12-04 02:00:00+01:00,96028.2,96051.74500000001,96011.02833333334,96037.325,1.9015224581666668
2024-12-04 03:00:00+01:00,95765.96666666666,95777.95666666668,95741.35333333333,95757.265,1.5465670980000001
2024-12-04 04:00:00+01:00,95852.53083333332,95857.73916666667,95846.77,95852.75916666667,0.17910882391666666
2024-12-04 05:00:00+01:00,95884.35666666667,95890.795,95877.91666666667,95886.41166666667,0.5961497335
2024-12-04 06:00:00+01:00,96320.65,96331.16833333335,96317.51,96328.57166666667,1.3049392276666665
2024-12-04 07:00:00+01:00,96578.405,96588.77833333334,96568.69,96579.63333333333,0.564080127
2024-12-04 08:00:00+01:00,96589.91166666667,96597.26,96581.91500000001,96590.97166666666,0.409174376
2024-12-04 09:00:00+01:00,96735.52249999999,96745.56749999999,96728.19166666667,96738.53,4.543379451916667
2024-12-04 10:00:00+01:00,96892.45833333333,96903.34833333334,96883.46500000001,96893.815,1.9598543161666666
2024-12-04 11:00:00+01:00,96733.46166666667,96736.23,96723.40833333334,96727.47166666666,1.3737631916666666
2024-12-04 12:00:00+01:00,96438.52333333335,96441.59666666666,96428.66666666667,96433.46666666666,0.6581190821666667
2024-12-04 13:00:00+01:00,96042.23333333334,96058.42833333333,96021.84000000001,96038.56166666668,1.0187943405
2024-12-04 14:00:00+01:00,95778.54166666667,95795.16166666667,95753.21666666666,95772.405,6.1483998736666665
2024-12-04 15:00:00+01:00,95948.98833333333,95983.76166666667,95919.47333333334,95953.20333333334,1.5083350136666667
2024-12-04 16:00:00+01:00,96039.8,96079.63833333334,95995.29666666666,96036.77166666667,1.7253508971666667
2024-12-04 17:00:00+01:00,95205.95833333333,95242.21166666667,95145.18666666668,95190.44833333333,4.111213269666667
2024-12-04 18:00:00+01:00,95109.94666666667,95143.80666666667,95083.675,95121.93333333333,1.9822020831666667
2024-12-04 19:00:00+01:00,95903.51333333334,95929.44333333333,95880.08333333333,95914.50666666667,2.8354188579999997
2024-12-04 20:00:00+01:00,96665.32833333334,96696.52666666666,96649.07,96681.66500000001,2.594544012833333
2024-12-04 21:00:00+01:00,98508.93666666668,98578.21333333333,98450.28833333333,98538.51666666666,16.7285918655
2024-12-04 22:00:00+01:00,98463.07833333334,98498.84833333334,98411.61833333333,98446.43333333333,6.459323524833334
2024-12-04 23:00:00+01:00,98347.83,98376.07333333333,98325.98166666667,98355.69833333333,1.777604242
2024-12-05 00:00:00+01:00,98844.95333333334,98869.28333333334,98824.71833333332,98851.03,3.690004208
2024-12-05 01:00:00+01:00,98661.57166666667,98689.13833333334,98628.03333333334,98657.37000000001,2.899487643333333
2024-12-05 02:00:00+01:00,98442.45,98474.96333333333,98400.32833333334,98437.85333333333,1.1647536876666666
2024-12-05 03:00:00+01:00,99572.69666666667,99680.135,99509.25499999999,99622.98666666666,21.144821592333333
2024-12-05 04:00:00+01:00,102905.51833333333,103031.03666666667,102798.73166666667,102937.07333333333,16.251249706833335
2024-12-05 05:00:00+01:00,102985.79166666667,103030.25833333333,102950.68333333333,102989.58833333333,7.9190135296666675
2024-12-05 06:00:00+01:00,103002.59666666666,103026.41166666667,102960.84166666666,102988.70999999999,7.573320090666667
2024-12-05 07:00:00+01:00,101999.84833333334,102026.22166666666,101964.77,101989.78666666667,2.8471098015
2024-12-05 08:00:00+01:00,102129.195,102156.25666666667,102108.605,102135.28333333334,2.1609106475
2024-12-05 09:00:00+01:00,102689.92666666667,102712.54833333334,102674.69666666667,102699.36,1.6746242743333333
2024-12-05 10:00:00+01:00,102845.78833333333,102858.87000000001,102829.68333333333,102842.64333333333,1.5656016438333333
2024-12-05 11:00:00+01:00,102653.86333333333,102668.03499999999,102631.86666666667,102648.46333333333,1.6923841451666666
2024-12-05 12:00:00+01:00,102483.72833333333,102497.67666666667,102475.12000000001,102488.56000000001,1.8224924213333333
2024-12-05 13:00:00+01:00,102845.07833333334,102878.26833333334,102819.81666666667,102849.44166666667,4.403625080333333
2024-12-05 14:00:00+01:00,103058.43333333333,103078.605,103035.43833333332,103055.00333333334,2.2672032541666667
2024-12-05 15:00:00+01:00,102948.78666666667,102995.49500000001,102901.29333333332,102960.23333333334,3.747591030666667
2024-12-05 16:00:00+01:00,102437.71166666667,102493.04166666667,102337.48,102401.45833333333,11.822450677500001
2024-12-05 17:00:00+01:00,101477.06833333333,101529.24166666667,101418.45833333333,101471.95666666668,3.7936025383333334
2024-12-05 18:00:00+01:00,101014.80166666667,101056.28833333333,100978.59333333332,101018.97,3.0080298555
2024-12-05 19:00:00+01:00,101121.275,101148.105,101067.5,101100.09166666666,1.8223815943333332
2024-12-05 20:00:00+01:00,100296.28666666667,100343.19333333333,100217.97833333333,100275.30166666667,5.796983863333334
2024-12-05 21:00:00+01:00,98759.9,98842.10666666667,98666.37000000001,98758.895,8.574357104333334
2024-12-05 22:00:00+01:00,99235.94,99266.96666666666,99194.78,99234.315,3.0167614946666665
2024-12-05 23:00:00+01:00,97360.87000000001,97544.395,97101.31166666668,97330.445,18.557100572166668
2024-12-06 00:00:00+01:00,96804.22666666665,96884.885,96721.81666666667,96803.40333333334,4.296077646666666
2024-12-06 01:00:00+01:00,97154.71333333333,97215.57666666666,97099.12833333334,97161.88333333333,2.1706028026666666
2024-12-06 02:00:00+01:00,97930.67833333333,97969.94333333333,97900.555,97939.71166666667,2.971324908
2024-12-06 03:00:00+01:00,97882.32833333334,97910.015,97842.11666666667,97869.26166666667,1.8014959326666669
