time,open,high,low,close,Volume,MA_30min,MA_4h,log_returns_%,Volatility_30min,Volume_USD
2024-12-04 15:05:00+01:00,3702.79,3702.8,3697.5,3701.19,310.4542,,,,,1149049.980498
2024-12-04 15:06:00+01:00,3701.19,3706.8,3701.19,3704.41,381.438,,,0.08696122401751116,,1413002.74158
2024-12-04 15:07:00+01:00,3704.42,3707.5,3704.42,3704.86,499.8686,,,0.01214694566546371,,1851943.181396
2024-12-04 15:08:00+01:00,3704.87,3705.34,3703.0,3703.0,298.1427,,,-0.050216932800754434,,1104022.4181
2024-12-04 15:09:00+01:00,3703.0,3703.0,3693.51,3697.62,705.7111,,,-0.14539324942344486,,2609451.4775819997
2024-12-04 15:10:00+01:00,3697.62,3699.42,3693.51,3695.88,2283.6697,,,-0.047068371735270495,,8440169.170836
2024-12-04 15:11:00+01:00,3695.87,3697.09,3693.23,3696.79,591.1242,,,0.024618980817379482,,2185262.031318
2024-12-04 15:12:00+01:00,3696.79,3702.46,3696.79,3699.51,388.6509,,,0.07355029197351466,,1437817.891059
2024-12-04 15:13:00+01:00,3699.51,3700.04,3694.79,3699.99,442.8764,,,0.012973849602619209,,1638638.2512359999
2024-12-04 15:14:00+01:00,3699.99,3700.79,3697.4,3699.01,440.8318,,,-0.02649006638006278,,1630641.236518
2024-12-04 15:15:00+01:00,3699.02,3699.8,3693.99,3699.8,403.5226,,,0.02135478551286582,,1492952.9154800002
2024-12-04 15:16:00+01:00,3699.79,3705.37,3699.0,3704.84,585.8086,,,0.1361308795114334,,2170327.133624
2024-12-04 15:17:00+01:00,3704.85,3710.0,3704.21,3709.6,1504.9248,,,0.12839811648480004,,5582669.03808
2024-12-04 15:18:00+01:00,3709.6,3709.6,3704.22,3705.29,179.7067,,,-0.11625258056159034,,665865.4384430001
2024-12-04 15:19:00+01:00,3705.28,3708.64,3703.0,3708.64,255.4365,,,0.0903704304731802,,947322.0213599999
2024-12-04 15:20:00+01:00,3708.63,3708.64,3705.36,3707.62,426.3627,,,-0.027507126406877743,,1580790.873774
2024-12-04 15:21:00+01:00,3707.62,3712.79,3705.6,3712.66,360.3225,,,0.13584395130776988,,1337754.93285
2024-12-04 15:22:00+01:00,3712.65,3712.7,3710.81,3710.81,248.6,,,-0.049841921319763574,,922507.3659999999
2024-12-04 15:23:00+01:00,3710.82,3712.4,3710.7,3712.18,429.2466,,,0.03691234975543439,,1593440.643588
2024-12-04 15:24:00+01:00,3712.17,3717.73,3712.17,3717.1,298.3658,,,0.13244892423629437,,1109055.5151799999
2024-12-04 15:25:00+01:00,3717.1,3719.06,3715.6,3719.06,250.3044,,,0.05271538120182616,,930897.081864
2024-12-04 15:26:00+01:00,3719.05,3719.05,3716.2,3717.2,268.8342,,,-0.05002514809297271,,999310.48824
2024-12-04 15:27:00+01:00,3717.2,3719.44,3715.6,3717.01,813.1079,,,-0.005111504787757833,,3022330.195379
2024-12-04 15:28:00+01:00,3717.01,3719.6,3714.53,3719.6,368.8614,,,0.06965539687356026,,1372016.86344
2024-12-04 15:29:00+01:00,3719.61,3719.61,3716.25,3717.03,243.6689,,,-0.06911733143404243,,905724.611367
2024-12-04 15:30:00+01:00,3717.04,3722.33,3716.63,3718.92,823.0761,,,0.05083412450862284,,3060954.169812
